uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MG,OUTRAS,IGNORADO,"60 - 69",M,41
MG,OUTRAS,OUTRO,"60 - 69",F,47
MG,OUTRAS,OUTRO,"60 - 69",M,140
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,160
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,220
MG,OUTRAS,VIA_PUBLICA,"60 - 69",F,18
MG,OUTRAS,VIA_PUBLICA,"60 - 69",M,70
MG,COVID,DOMICILIO,"60 - 69",F,1
MG,COVID,DOMICILIO,"60 - 69",M,2
MG,COVID,HOSPITAL,"60 - 69",F,23
MG,COVID,HOSPITAL,"60 - 69",M,29
MG,COVID,IGNORADO,"60 - 69",F,2
MG,COVID,IGNORADO,"60 - 69",M,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
MG,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
MG,INDETERMINADA,DOMICILIO,"60 - 69",F,28
MG,INDETERMINADA,DOMICILIO,"60 - 69",M,56
MG,INDETERMINADA,HOSPITAL,"60 - 69",F,10
MG,INDETERMINADA,HOSPITAL,"60 - 69",M,19
MG,INDETERMINADA,IGNORADO,"60 - 69",I,1
MG,INDETERMINADA,IGNORADO,"60 - 69",M,4
MG,INDETERMINADA,OUTRO,"60 - 69",F,3
MG,INDETERMINADA,OUTRO,"60 - 69",M,5
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MG,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,6
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,45
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,53
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,262
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,313
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,6
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,4
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,3
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,24
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,38
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,4
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,5
MG,PNEUMONIA,DOMICILIO,"60 - 69",F,8
MG,PNEUMONIA,DOMICILIO,"60 - 69",M,19
MG,PNEUMONIA,HOSPITAL,"60 - 69",F,509
MG,PNEUMONIA,HOSPITAL,"60 - 69",M,744
MG,PNEUMONIA,IGNORADO,"60 - 69",F,5
MG,PNEUMONIA,IGNORADO,"60 - 69",I,1
MG,PNEUMONIA,IGNORADO,"60 - 69",M,8
MG,PNEUMONIA,OUTRO,"60 - 69",F,3
MG,PNEUMONIA,OUTRO,"60 - 69",M,6
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,32
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,59
MG,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
MG,SEPTICEMIA,DOMICILIO,"60 - 69",F,10
MG,SEPTICEMIA,DOMICILIO,"60 - 69",M,7
MG,SEPTICEMIA,HOSPITAL,"60 - 69",F,750
MG,SEPTICEMIA,HOSPITAL,"60 - 69",M,858
MG,SEPTICEMIA,IGNORADO,"60 - 69",F,12
MG,SEPTICEMIA,IGNORADO,"60 - 69",M,9
MG,SEPTICEMIA,OUTRO,"60 - 69",F,1
MG,SEPTICEMIA,OUTRO,"60 - 69",M,3
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,37
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,43
MG,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
MG,SRAG,DOMICILIO,"60 - 69",M,1
MG,SRAG,HOSPITAL,"60 - 69",F,10
MG,SRAG,HOSPITAL,"60 - 69",M,11
MG,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
MG,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
MS,OUTRAS,DOMICILIO,"60 - 69",F,57
MS,OUTRAS,DOMICILIO,"60 - 69",M,95
MS,OUTRAS,HOSPITAL,"60 - 69",F,123
MS,OUTRAS,HOSPITAL,"60 - 69",M,221
MS,OUTRAS,OUTRO,"60 - 69",F,4
MS,OUTRAS,OUTRO,"60 - 69",M,22
MS,OUTRAS,POSTO_SAUDE,"60 - 69",M,2
MS,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
MS,OUTRAS,VIA_PUBLICA,"60 - 69",M,13
MS,COVID,DOMICILIO,"60 - 69",F,1
MS,COVID,HOSPITAL,"60 - 69",F,4
MS,COVID,HOSPITAL,"60 - 69",M,3
MS,INDETERMINADA,DOMICILIO,"60 - 69",F,4
MS,INDETERMINADA,DOMICILIO,"60 - 69",M,4
MS,INDETERMINADA,HOSPITAL,"60 - 69",F,1
MS,INDETERMINADA,HOSPITAL,"60 - 69",M,1
MS,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,5
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,11
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,38
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,40
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,4
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
MS,PNEUMONIA,DOMICILIO,"60 - 69",F,1
MS,PNEUMONIA,DOMICILIO,"60 - 69",M,3
MS,PNEUMONIA,HOSPITAL,"60 - 69",F,73
MS,PNEUMONIA,HOSPITAL,"60 - 69",M,120
MS,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
MS,SEPTICEMIA,DOMICILIO,"60 - 69",F,4
MS,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
MS,SEPTICEMIA,HOSPITAL,"60 - 69",F,94
MS,SEPTICEMIA,HOSPITAL,"60 - 69",M,105
MS,SRAG,HOSPITAL,"60 - 69",F,1
MT,OUTRAS,DOMICILIO,"60 - 69",F,46
MT,OUTRAS,DOMICILIO,"60 - 69",M,70
MT,OUTRAS,HOSPITAL,"60 - 69",F,99
MT,OUTRAS,HOSPITAL,"60 - 69",I,1
MT,OUTRAS,HOSPITAL,"60 - 69",M,158
MT,OUTRAS,IGNORADO,"60 - 69",F,67
MT,OUTRAS,IGNORADO,"60 - 69",M,106
MT,OUTRAS,OUTRO,"60 - 69",F,29
MT,OUTRAS,OUTRO,"60 - 69",M,26
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
MT,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
MT,OUTRAS,VIA_PUBLICA,"60 - 69",M,12
MT,COVID,HOSPITAL,"60 - 69",F,8
MT,COVID,HOSPITAL,"60 - 69",M,6
MT,COVID,IGNORADO,"60 - 69",F,1
MT,COVID,IGNORADO,"60 - 69",M,4
MT,INDETERMINADA,IGNORADO,"60 - 69",F,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,3
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",I,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,3
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,33
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,40
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,13
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,15
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,4
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,6
MT,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,1
MT,PNEUMONIA,DOMICILIO,"60 - 69",M,3
MT,PNEUMONIA,HOSPITAL,"60 - 69",F,41
MT,PNEUMONIA,HOSPITAL,"60 - 69",I,1
MT,PNEUMONIA,HOSPITAL,"60 - 69",M,72
MT,PNEUMONIA,IGNORADO,"60 - 69",F,20
MT,PNEUMONIA,IGNORADO,"60 - 69",M,33
MT,PNEUMONIA,OUTRO,"60 - 69",F,6
MT,PNEUMONIA,OUTRO,"60 - 69",M,4
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MT,SEPTICEMIA,HOSPITAL,"60 - 69",F,44
MT,SEPTICEMIA,HOSPITAL,"60 - 69",M,67
MT,SEPTICEMIA,IGNORADO,"60 - 69",F,29
MT,SEPTICEMIA,IGNORADO,"60 - 69",M,38
MT,SEPTICEMIA,OUTRO,"60 - 69",F,2
MT,SEPTICEMIA,OUTRO,"60 - 69",M,2
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MT,SRAG,HOSPITAL,"60 - 69",F,2
MT,SRAG,HOSPITAL,"60 - 69",M,1
MT,SRAG,IGNORADO,"60 - 69",F,3
MT,SRAG,OUTRO,"60 - 69",M,1
PA,OUTRAS,AMBULANCIA,"60 - 69",F,1
PA,OUTRAS,DOMICILIO,"60 - 69",F,78
PA,OUTRAS,DOMICILIO,"60 - 69",M,183
PA,OUTRAS,HOSPITAL,"60 - 69",F,236
PA,OUTRAS,HOSPITAL,"60 - 69",M,303
PA,OUTRAS,IGNORADO,"60 - 69",F,4
PA,OUTRAS,IGNORADO,"60 - 69",M,8
PA,OUTRAS,OUTRO,"60 - 69",F,7
PA,OUTRAS,OUTRO,"60 - 69",M,17
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,21
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,47
PA,OUTRAS,VIA_PUBLICA,"60 - 69",F,4
PA,OUTRAS,VIA_PUBLICA,"60 - 69",M,14
PA,COVID,HOSPITAL,"60 - 69",F,1
PA,COVID,HOSPITAL,"60 - 69",M,8
PA,COVID,IGNORADO,"60 - 69",F,1
PA,INDETERMINADA,DOMICILIO,"60 - 69",F,1
PA,INDETERMINADA,DOMICILIO,"60 - 69",M,4
PA,INDETERMINADA,HOSPITAL,"60 - 69",F,2
PA,INDETERMINADA,HOSPITAL,"60 - 69",M,2
PA,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,8
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,16
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,57
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,79
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,11
PA,PNEUMONIA,DOMICILIO,"60 - 69",F,10
PA,PNEUMONIA,DOMICILIO,"60 - 69",M,11
PA,PNEUMONIA,HOSPITAL,"60 - 69",F,120
PA,PNEUMONIA,HOSPITAL,"60 - 69",M,169
PA,PNEUMONIA,IGNORADO,"60 - 69",M,1
PA,PNEUMONIA,OUTRO,"60 - 69",M,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,14
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,15
PA,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PA,SEPTICEMIA,DOMICILIO,"60 - 69",F,6
PA,SEPTICEMIA,DOMICILIO,"60 - 69",M,8
PA,SEPTICEMIA,HOSPITAL,"60 - 69",F,97
PA,SEPTICEMIA,HOSPITAL,"60 - 69",M,121
PA,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PA,SEPTICEMIA,OUTRO,"60 - 69",F,1
PA,SEPTICEMIA,OUTRO,"60 - 69",M,3
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,13
PA,SRAG,HOSPITAL,"60 - 69",F,7
PA,SRAG,HOSPITAL,"60 - 69",M,4
PA,SRAG,VIA_PUBLICA,"60 - 69",M,1
PB,OUTRAS,DOMICILIO,"60 - 69",F,102
PB,OUTRAS,DOMICILIO,"60 - 69",M,203
PB,OUTRAS,HOSPITAL,"60 - 69",F,201
PB,OUTRAS,HOSPITAL,"60 - 69",M,274
PB,OUTRAS,IGNORADO,"60 - 69",F,1
PB,OUTRAS,IGNORADO,"60 - 69",M,1
PB,OUTRAS,OUTRO,"60 - 69",F,11
PB,OUTRAS,OUTRO,"60 - 69",M,20
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,15
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,19
PB,OUTRAS,VIA_PUBLICA,"60 - 69",F,3
PB,OUTRAS,VIA_PUBLICA,"60 - 69",M,15
PB,COVID,HOSPITAL,"60 - 69",F,5
PB,COVID,HOSPITAL,"60 - 69",M,3
PB,INDETERMINADA,DOMICILIO,"60 - 69",F,1
PB,INDETERMINADA,DOMICILIO,"60 - 69",M,3
PB,INDETERMINADA,HOSPITAL,"60 - 69",M,1
PB,INDETERMINADA,OUTRO,"60 - 69",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,12
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,13
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,58
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,71
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PB,PNEUMONIA,DOMICILIO,"60 - 69",F,3
PB,PNEUMONIA,DOMICILIO,"60 - 69",M,17
PB,PNEUMONIA,HOSPITAL,"60 - 69",F,70
PB,PNEUMONIA,HOSPITAL,"60 - 69",M,97
PB,PNEUMONIA,OUTRO,"60 - 69",M,3
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PB,SEPTICEMIA,DOMICILIO,"60 - 69",F,4
PB,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
PB,SEPTICEMIA,HOSPITAL,"60 - 69",F,113
PB,SEPTICEMIA,HOSPITAL,"60 - 69",M,122
PB,SEPTICEMIA,OUTRO,"60 - 69",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
PB,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
PB,SRAG,HOSPITAL,"60 - 69",F,2
PB,SRAG,HOSPITAL,"60 - 69",M,4
PB,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PB,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PE,OUTRAS,DOMICILIO,"60 - 69",F,181
PE,OUTRAS,DOMICILIO,"60 - 69",M,330
PE,OUTRAS,HOSPITAL,"60 - 69",F,516
PE,OUTRAS,HOSPITAL,"60 - 69",M,655
PE,OUTRAS,IGNORADO,"60 - 69",F,8
PE,OUTRAS,IGNORADO,"60 - 69",M,17
PE,OUTRAS,OUTRO,"60 - 69",F,15
PE,OUTRAS,OUTRO,"60 - 69",M,42
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,58
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,49
PE,OUTRAS,VIA_PUBLICA,"60 - 69",F,11
PE,OUTRAS,VIA_PUBLICA,"60 - 69",M,36
PE,COVID,DOMICILIO,"60 - 69",M,1
PE,COVID,HOSPITAL,"60 - 69",F,4
PE,COVID,HOSPITAL,"60 - 69",M,10
PE,INDETERMINADA,DOMICILIO,"60 - 69",F,6
PE,INDETERMINADA,DOMICILIO,"60 - 69",M,16
PE,INDETERMINADA,HOSPITAL,"60 - 69",F,5
PE,INDETERMINADA,HOSPITAL,"60 - 69",M,6
PE,INDETERMINADA,IGNORADO,"60 - 69",M,1
PE,INDETERMINADA,OUTRO,"60 - 69",M,4
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,24
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,28
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,100
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,109
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,3
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
PE,PNEUMONIA,DOMICILIO,"60 - 69",F,18
PE,PNEUMONIA,DOMICILIO,"60 - 69",M,33
PE,PNEUMONIA,HOSPITAL,"60 - 69",F,159
PE,PNEUMONIA,HOSPITAL,"60 - 69",M,200
PE,PNEUMONIA,IGNORADO,"60 - 69",M,2
PE,PNEUMONIA,OUTRO,"60 - 69",F,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,13
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
PE,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PE,SEPTICEMIA,DOMICILIO,"60 - 69",F,11
PE,SEPTICEMIA,DOMICILIO,"60 - 69",M,18
PE,SEPTICEMIA,HOSPITAL,"60 - 69",F,368
PE,SEPTICEMIA,HOSPITAL,"60 - 69",I,1
PE,SEPTICEMIA,HOSPITAL,"60 - 69",M,414
PE,SEPTICEMIA,IGNORADO,"60 - 69",F,2
PE,SEPTICEMIA,IGNORADO,"60 - 69",M,3
PE,SEPTICEMIA,OUTRO,"60 - 69",F,2
PE,SEPTICEMIA,OUTRO,"60 - 69",M,2
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,9
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,18
PE,SRAG,DOMICILIO,"60 - 69",M,2
PE,SRAG,HOSPITAL,"60 - 69",F,6
PE,SRAG,HOSPITAL,"60 - 69",M,6
PI,OUTRAS,DOMICILIO,"60 - 69",F,49
PI,OUTRAS,DOMICILIO,"60 - 69",M,76
PI,OUTRAS,HOSPITAL,"60 - 69",F,71
PI,OUTRAS,HOSPITAL,"60 - 69",M,98
PI,OUTRAS,IGNORADO,"60 - 69",M,1
PI,OUTRAS,OUTRO,"60 - 69",M,11
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PI,OUTRAS,VIA_PUBLICA,"60 - 69",F,4
PI,OUTRAS,VIA_PUBLICA,"60 - 69",M,5
PI,COVID,HOSPITAL,"60 - 69",F,1
PI,COVID,HOSPITAL,"60 - 69",M,3
PI,INDETERMINADA,DOMICILIO,"60 - 69",M,1
PI,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,9
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,19
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,21
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,29
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
PI,PNEUMONIA,DOMICILIO,"60 - 69",F,3
PI,PNEUMONIA,DOMICILIO,"60 - 69",M,3
PI,PNEUMONIA,HOSPITAL,"60 - 69",F,37
PI,PNEUMONIA,HOSPITAL,"60 - 69",M,31
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PI,SEPTICEMIA,AMBULANCIA,"60 - 69",F,1
PI,SEPTICEMIA,DOMICILIO,"60 - 69",F,4
PI,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
PI,SEPTICEMIA,HOSPITAL,"60 - 69",F,46
PI,SEPTICEMIA,HOSPITAL,"60 - 69",M,48
PI,SEPTICEMIA,OUTRO,"60 - 69",F,1
PI,SEPTICEMIA,OUTRO,"60 - 69",M,1
PI,SRAG,HOSPITAL,"60 - 69",M,2
PR,OUTRAS,AMBULANCIA,"60 - 69",M,1
PR,OUTRAS,DOMICILIO,"60 - 69",F,243
PR,OUTRAS,DOMICILIO,"60 - 69",M,538
PR,OUTRAS,HOSPITAL,"60 - 69",F,669
PR,OUTRAS,HOSPITAL,"60 - 69",I,1
PR,OUTRAS,HOSPITAL,"60 - 69",M,965
PR,OUTRAS,IGNORADO,"60 - 69",F,4
PR,OUTRAS,OUTRO,"60 - 69",F,27
PR,OUTRAS,OUTRO,"60 - 69",M,74
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,45
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,65
PR,OUTRAS,VIA_PUBLICA,"60 - 69",F,8
PR,OUTRAS,VIA_PUBLICA,"60 - 69",M,35
PR,COVID,DOMICILIO,"60 - 69",F,1
PR,COVID,DOMICILIO,"60 - 69",M,1
PR,COVID,HOSPITAL,"60 - 69",F,12
PR,COVID,HOSPITAL,"60 - 69",M,27
PR,COVID,OUTRO,"60 - 69",F,1
PR,COVID,OUTRO,"60 - 69",M,1
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PR,INDETERMINADA,DOMICILIO,"60 - 69",F,12
PR,INDETERMINADA,DOMICILIO,"60 - 69",M,20
PR,INDETERMINADA,HOSPITAL,"60 - 69",M,3
PR,INDETERMINADA,OUTRO,"60 - 69",M,2
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,14
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,23
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,116
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,140
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,4
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,16
PR,PNEUMONIA,DOMICILIO,"60 - 69",F,6
PR,PNEUMONIA,DOMICILIO,"60 - 69",M,12
PR,PNEUMONIA,HOSPITAL,"60 - 69",F,300
PR,PNEUMONIA,HOSPITAL,"60 - 69",M,461
PR,PNEUMONIA,OUTRO,"60 - 69",F,3
PR,PNEUMONIA,OUTRO,"60 - 69",M,5
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
PR,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PR,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
PR,SEPTICEMIA,DOMICILIO,"60 - 69",M,6
PR,SEPTICEMIA,HOSPITAL,"60 - 69",F,307
PR,SEPTICEMIA,HOSPITAL,"60 - 69",M,429
PR,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PR,SEPTICEMIA,OUTRO,"60 - 69",F,2
PR,SEPTICEMIA,OUTRO,"60 - 69",M,2
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,9
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PR,SRAG,HOSPITAL,"60 - 69",F,5
PR,SRAG,HOSPITAL,"60 - 69",M,7
RJ,OUTRAS,DOMICILIO,"60 - 69",F,433
RJ,OUTRAS,DOMICILIO,"60 - 69",M,825
RJ,OUTRAS,HOSPITAL,"60 - 69",F,1402
RJ,OUTRAS,HOSPITAL,"60 - 69",M,1643
RJ,OUTRAS,IGNORADO,"60 - 69",F,7
RJ,OUTRAS,IGNORADO,"60 - 69",M,3
RJ,OUTRAS,OUTRO,"60 - 69",F,29
RJ,OUTRAS,OUTRO,"60 - 69",M,86
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,389
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,536
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",F,9
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",M,56
RJ,COVID,DOMICILIO,"60 - 69",M,1
RJ,COVID,HOSPITAL,"60 - 69",F,19
RJ,COVID,HOSPITAL,"60 - 69",M,11
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RJ,INDETERMINADA,DOMICILIO,"60 - 69",F,12
RJ,INDETERMINADA,DOMICILIO,"60 - 69",M,25
RJ,INDETERMINADA,HOSPITAL,"60 - 69",F,9
RJ,INDETERMINADA,HOSPITAL,"60 - 69",M,14
RJ,INDETERMINADA,OUTRO,"60 - 69",M,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,14
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,22
RJ,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,40
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,51
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,229
